j行 I列 value_mean
1 71 3.62674337142857E-05
1 71 3.62674337142857E-05
1 72 4.7399146E-05
1 73 5.3658315E-05
1 73 5.3658315E-05
1 73 5.3658315E-05
1 74 5.597535E-05
1 75 3.9760198E-05
1 76 5.4631407E-05
1 76 5.4631407E-05
1 76 5.4631407E-05
1 81 4.2290154E-05
1 82 3.7371236E-05
1 84 5.8949534E-05
1 84 5.8949534E-05
1 84 5.8949534E-05
1 84 5.8949534E-05
1 84 5.8949534E-05
1 85 0.000045224
1 86 4.13133456E-05
1 86 4.13133456E-05
1 86 4.13133456E-05
1 86 4.13133456E-05
1 86 4.13133456E-05
1 87 0.000039064
1 87 0.000039064
1 87 0.000039064
1 87 0.000039064
1 87 0.000039064
1 88 0.000043294
1 88 0.000043294
1 88 0.000043294
1 88 0.000043294
1 89 3.69857116E-05
1 89 3.69857116E-05
1 89 3.69857116E-05
1 89 3.69857116E-05
1 89 3.69857116E-05
1 90 3.096682325E-05
1 90 3.096682325E-05
1 90 3.096682325E-05
1 90 3.096682325E-05
1 91 2.8283277E-05
1 91 2.8283277E-05
1 91 2.8283277E-05
1 91 2.8283277E-05
1 92 2.337870325E-05
1 92 2.337870325E-05
1 92 2.337870325E-05
1 92 2.337870325E-05
1 93 2.41051585E-05
1 93 2.41051585E-05
1 93 2.41051585E-05
1 93 2.41051585E-05
1 94 1.564666475E-05
1 94 1.564666475E-05
1 94 1.564666475E-05
1 94 1.564666475E-05
1 95 1.1412276E-05
2 35 3.56331423333333E-05
2 35 3.56331423333333E-05
2 35 3.56331423333333E-05
2 36 3.3401697625E-05
2 36 3.3401697625E-05
2 36 3.3401697625E-05
2 36 3.3401697625E-05
2 36 3.3401697625E-05
2 36 3.3401697625E-05
2 36 3.3401697625E-05
2 36 3.3401697625E-05
2 37 3.909240525E-05
2 37 3.909240525E-05
2 37 3.909240525E-05
2 37 3.909240525E-05
2 37 3.909240525E-05
2 37 3.909240525E-05
2 37 3.909240525E-05
2 37 3.909240525E-05
2 38 3.19450578571429E-05
2 38 3.19450578571429E-05
2 38 3.19450578571429E-05
2 38 3.19450578571429E-05
2 38 3.19450578571429E-05
2 38 3.19450578571429E-05
2 38 3.19450578571429E-05
2 39 3.89539394285714E-05
2 39 3.89539394285714E-05
2 39 3.89539394285714E-05
2 39 3.89539394285714E-05
2 39 3.89539394285714E-05
2 39 3.89539394285714E-05
2 39 3.89539394285714E-05
2 40 4.6245209625E-05
2 40 4.6245209625E-05
2 40 4.6245209625E-05
2 40 4.6245209625E-05
2 40 4.6245209625E-05
2 40 4.6245209625E-05
2 40 4.6245209625E-05
2 40 4.6245209625E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 41 5.19288199E-05
2 42 4.74384585E-05
2 42 4.74384585E-05
2 42 4.74384585E-05
2 42 4.74384585E-05
2 43 4.510652425E-05
2 43 4.510652425E-05
2 43 4.510652425E-05
2 43 4.510652425E-05
2 44 5.79881527777778E-05
2 44 5.79881527777778E-05
2 44 5.79881527777778E-05
2 44 5.79881527777778E-05
2 44 5.79881527777778E-05
2 44 5.79881527777778E-05
2 44 5.79881527777778E-05
2 44 5.79881527777778E-05
2 44 5.79881527777778E-05
2 45 5.04602994E-05
2 45 5.04602994E-05
2 45 5.04602994E-05
2 45 5.04602994E-05
2 45 5.04602994E-05
2 46 5.28572905555556E-05
2 46 5.28572905555556E-05
2 46 5.28572905555556E-05
2 46 5.28572905555556E-05
2 46 5.28572905555556E-05
2 46 5.28572905555556E-05
2 46 5.28572905555556E-05
2 46 5.28572905555556E-05
2 46 5.28572905555556E-05
2 47 4.802787E-05
2 47 4.802787E-05
2 47 4.802787E-05
2 47 4.802787E-05
2 47 4.802787E-05
2 47 4.802787E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 48 5.68391094E-05
2 49 5.460882025E-05
2 49 5.460882025E-05
2 49 5.460882025E-05
2 49 5.460882025E-05
2 49 5.460882025E-05
2 49 5.460882025E-05
2 49 5.460882025E-05
2 49 5.460882025E-05
2 50 5.64229445555556E-05
2 50 5.64229445555556E-05
2 50 5.64229445555556E-05
2 50 5.64229445555556E-05
2 50 5.64229445555556E-05
2 50 5.64229445555556E-05
2 50 5.64229445555556E-05
2 50 5.64229445555556E-05
2 50 5.64229445555556E-05
2 51 5.8259557875E-05
2 51 5.8259557875E-05
2 51 5.8259557875E-05
2 51 5.8259557875E-05
2 51 5.8259557875E-05
2 51 5.8259557875E-05
2 51 5.8259557875E-05
2 51 5.8259557875E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 52 5.9761702E-05
2 53 6.316144375E-05
2 53 6.316144375E-05
2 53 6.316144375E-05
2 53 6.316144375E-05
2 53 6.316144375E-05
2 53 6.316144375E-05
2 53 6.316144375E-05
2 53 6.316144375E-05
2 54 6.12661148888889E-05
2 54 6.12661148888889E-05
2 54 6.12661148888889E-05
2 54 6.12661148888889E-05
2 54 6.12661148888889E-05
2 54 6.12661148888889E-05
2 54 6.12661148888889E-05
2 54 6.12661148888889E-05
2 54 6.12661148888889E-05
2 55 6.5176287E-05
2 55 6.5176287E-05
2 55 6.5176287E-05
2 55 6.5176287E-05
2 55 6.5176287E-05
2 55 6.5176287E-05
2 55 6.5176287E-05
2 56 5.7357640375E-05
2 56 5.7357640375E-05
2 56 5.7357640375E-05
2 56 5.7357640375E-05
2 56 5.7357640375E-05
2 56 5.7357640375E-05
2 56 5.7357640375E-05
2 56 5.7357640375E-05
2 58 5.7568211E-05
2 58 5.7568211E-05
2 58 5.7568211E-05
2 58 5.7568211E-05
2 58 5.7568211E-05
2 59 6.85434951428571E-05
2 59 6.85434951428571E-05
2 59 6.85434951428571E-05
2 59 6.85434951428571E-05
2 59 6.85434951428571E-05
2 59 6.85434951428571E-05
2 59 6.85434951428571E-05
2 60 6.17889085E-05
2 60 6.17889085E-05
2 60 6.17889085E-05
2 60 6.17889085E-05
2 61 4.44078015E-05
2 61 4.44078015E-05
2 63 5.7063836E-05
2 63 5.7063836E-05
2 63 5.7063836E-05
2 63 5.7063836E-05
2 63 5.7063836E-05
2 63 5.7063836E-05
2 63 5.7063836E-05
2 64 4.633822275E-05
2 64 4.633822275E-05
2 64 4.633822275E-05
2 64 4.633822275E-05
2 64 4.633822275E-05
2 64 4.633822275E-05
2 64 4.633822275E-05
2 64 4.633822275E-05
2 65 4.42377743333333E-05
2 65 4.42377743333333E-05
2 65 4.42377743333333E-05
2 65 4.42377743333333E-05
2 65 4.42377743333333E-05
2 65 4.42377743333333E-05
2 66 4.00637247142857E-05
2 66 4.00637247142857E-05
2 66 4.00637247142857E-05
2 66 4.00637247142857E-05
2 66 4.00637247142857E-05
2 66 4.00637247142857E-05
2 66 4.00637247142857E-05
2 67 4.4481617E-05
2 67 4.4481617E-05
2 67 4.4481617E-05
2 67 4.4481617E-05
2 68 5.3988373E-05
2 68 5.3988373E-05
2 69 4.35318522E-05
2 69 4.35318522E-05
2 69 4.35318522E-05
2 69 4.35318522E-05
2 69 4.35318522E-05
2 71 2.8682644E-05
2 71 2.8682644E-05
2 71 2.8682644E-05
2 71 2.8682644E-05
2 71 2.8682644E-05
2 71 2.8682644E-05
2 72 4.11022728E-05
2 72 4.11022728E-05
2 72 4.11022728E-05
2 72 4.11022728E-05
2 72 4.11022728E-05
2 73 2.632731E-05
2 76 4.937767375E-05
2 76 4.937767375E-05
2 76 4.937767375E-05
2 76 4.937767375E-05
2 77 6.11825485E-05
2 77 6.11825485E-05
2 83 2.520388E-05
2 84 4.811376175E-05
2 84 4.811376175E-05
2 84 4.811376175E-05
2 84 4.811376175E-05
2 85 5.09834885E-05
2 85 5.09834885E-05
2 86 3.06705146E-05
2 86 3.06705146E-05
2 86 3.06705146E-05
2 86 3.06705146E-05
2 86 3.06705146E-05
2 87 3.43196462E-05
2 87 3.43196462E-05
2 87 3.43196462E-05
2 87 3.43196462E-05
2 87 3.43196462E-05
2 88 3.179682E-05
2 88 3.179682E-05
2 88 3.179682E-05
2 88 3.179682E-05
2 89 2.953885925E-05
2 89 2.953885925E-05
2 89 2.953885925E-05
2 89 2.953885925E-05
2 90 2.6812257E-05
2 90 2.6812257E-05
2 90 2.6812257E-05
2 90 2.6812257E-05
2 90 2.6812257E-05
2 91 2.540453925E-05
2 91 2.540453925E-05
2 91 2.540453925E-05
2 91 2.540453925E-05
2 92 2.129258775E-05
2 92 2.129258775E-05
2 92 2.129258775E-05
2 92 2.129258775E-05
2 93 0.000020992
2 93 0.000020992
2 93 0.000020992
2 93 0.000020992
2 93 0.000020992
2 94 2.535629125E-05
2 94 2.535629125E-05
2 94 2.535629125E-05
2 94 2.535629125E-05
3 17 2.5960797E-05
3 34 2.6810306E-05
3 34 2.6810306E-05
3 34 2.6810306E-05
3 34 2.6810306E-05
3 35 2.93185112E-05
3 35 2.93185112E-05
3 35 2.93185112E-05
3 35 2.93185112E-05
3 35 2.93185112E-05
3 36 0.000037244
3 36 0.000037244
3 36 0.000037244
3 36 0.000037244
3 36 0.000037244
3 36 0.000037244
3 36 0.000037244
3 36 0.000037244
3 36 0.000037244
3 37 3.97055705714286E-05
3 37 3.97055705714286E-05
3 37 3.97055705714286E-05
3 37 3.97055705714286E-05
3 37 3.97055705714286E-05
3 37 3.97055705714286E-05
3 37 3.97055705714286E-05
3 38 3.3066294E-05
3 38 3.3066294E-05
3 38 3.3066294E-05
3 38 3.3066294E-05
3 39 4.296731E-05
3 39 4.296731E-05
3 39 4.296731E-05
3 39 4.296731E-05
3 39 4.296731E-05
3 39 4.296731E-05
3 39 4.296731E-05
3 40 5.0839413875E-05
3 40 5.0839413875E-05
3 40 5.0839413875E-05
3 40 5.0839413875E-05
3 40 5.0839413875E-05
3 40 5.0839413875E-05
3 40 5.0839413875E-05
3 40 5.0839413875E-05
3 41 4.303726E-05
3 42 4.17764325E-05
3 42 4.17764325E-05
3 42 4.17764325E-05
3 42 4.17764325E-05
3 42 4.17764325E-05
3 42 4.17764325E-05
3 43 4.34673583333333E-05
3 43 4.34673583333333E-05
3 43 4.34673583333333E-05
3 44 6.07056481428571E-05
3 44 6.07056481428571E-05
3 44 6.07056481428571E-05
3 44 6.07056481428571E-05
3 44 6.07056481428571E-05
3 44 6.07056481428571E-05
3 44 6.07056481428571E-05
3 45 5.26511558571429E-05
3 45 5.26511558571429E-05
3 45 5.26511558571429E-05
3 45 5.26511558571429E-05
3 45 5.26511558571429E-05
3 45 5.26511558571429E-05
3 45 5.26511558571429E-05
3 46 5.1949878E-05
3 46 5.1949878E-05
3 46 5.1949878E-05
3 46 5.1949878E-05
3 46 5.1949878E-05
3 46 5.1949878E-05
3 46 5.1949878E-05
3 46 5.1949878E-05
3 46 5.1949878E-05
3 47 5.40302143333333E-05
3 47 5.40302143333333E-05
3 47 5.40302143333333E-05
3 48 6.24423553333333E-05
3 48 6.24423553333333E-05
3 48 6.24423553333333E-05
3 49 5.557305E-05
3 49 5.557305E-05
3 49 5.557305E-05
3 49 5.557305E-05
3 49 5.557305E-05
3 49 5.557305E-05
3 49 5.557305E-05
3 49 5.557305E-05
3 50 5.56416241666667E-05
3 50 5.56416241666667E-05
3 50 5.56416241666667E-05
3 50 5.56416241666667E-05
3 50 5.56416241666667E-05
3 50 5.56416241666667E-05
3 51 5.4354571E-05
3 51 5.4354571E-05
3 51 5.4354571E-05
3 51 5.4354571E-05
3 51 5.4354571E-05
3 51 5.4354571E-05
3 51 5.4354571E-05
3 51 5.4354571E-05
3 51 5.4354571E-05
3 52 5.2438466E-05
3 52 5.2438466E-05
3 52 5.2438466E-05
3 52 5.2438466E-05
3 52 5.2438466E-05
3 52 5.2438466E-05
3 52 5.2438466E-05
3 52 5.2438466E-05
3 53 5.95486997142857E-05
3 53 5.95486997142857E-05
3 53 5.95486997142857E-05
3 53 5.95486997142857E-05
3 53 5.95486997142857E-05
3 53 5.95486997142857E-05
3 53 5.95486997142857E-05
3 54 5.3999272375E-05
3 54 5.3999272375E-05
3 54 5.3999272375E-05
3 54 5.3999272375E-05
3 54 5.3999272375E-05
3 54 5.3999272375E-05
3 54 5.3999272375E-05
3 54 5.3999272375E-05
3 55 5.145777525E-05
3 55 5.145777525E-05
3 55 5.145777525E-05
3 55 5.145777525E-05
3 55 5.145777525E-05
3 55 5.145777525E-05
3 55 5.145777525E-05
3 55 5.145777525E-05
3 56 5.77131417142857E-05
3 56 5.77131417142857E-05
3 56 5.77131417142857E-05
3 56 5.77131417142857E-05
3 56 5.77131417142857E-05
3 56 5.77131417142857E-05
3 56 5.77131417142857E-05
3 57 5.96697654285714E-05
3 57 5.96697654285714E-05
3 57 5.96697654285714E-05
3 57 5.96697654285714E-05
3 57 5.96697654285714E-05
3 57 5.96697654285714E-05
3 57 5.96697654285714E-05
3 58 5.84448375714286E-05
3 58 5.84448375714286E-05
3 58 5.84448375714286E-05
3 58 5.84448375714286E-05
3 58 5.84448375714286E-05
3 58 5.84448375714286E-05
3 58 5.84448375714286E-05
3 59 8.4008787E-05
3 59 8.4008787E-05
3 61 7.05116183333333E-05
3 61 7.05116183333333E-05
3 61 7.05116183333333E-05
3 62 7.56132714E-05
3 62 7.56132714E-05
3 62 7.56132714E-05
3 62 7.56132714E-05
3 62 7.56132714E-05
3 63 6.0741639E-05
3 63 6.0741639E-05
3 63 6.0741639E-05
3 63 6.0741639E-05
3 63 6.0741639E-05
3 63 6.0741639E-05
3 64 5.04317637142857E-05
3 64 5.04317637142857E-05
3 64 5.04317637142857E-05
3 64 5.04317637142857E-05
3 64 5.04317637142857E-05
3 64 5.04317637142857E-05
3 64 5.04317637142857E-05
3 65 5.0457713E-05
3 65 5.0457713E-05
3 65 5.0457713E-05
3 65 5.0457713E-05
3 65 5.0457713E-05
3 65 5.0457713E-05
3 65 5.0457713E-05
3 66 4.85716512857143E-05
3 66 4.85716512857143E-05
3 66 4.85716512857143E-05
3 66 4.85716512857143E-05
3 66 4.85716512857143E-05
3 66 4.85716512857143E-05
3 66 4.85716512857143E-05
3 67 4.38297776E-05
3 67 4.38297776E-05
3 67 4.38297776E-05
3 67 4.38297776E-05
3 67 4.38297776E-05
3 69 4.614091E-05
3 69 4.614091E-05
3 69 4.614091E-05
3 69 4.614091E-05
3 69 4.614091E-05
3 70 5.53571695E-05
3 70 5.53571695E-05
3 71 4.7644651E-05
3 71 4.7644651E-05
3 71 4.7644651E-05
3 71 4.7644651E-05
3 71 4.7644651E-05
3 71 4.7644651E-05
3 72 3.5383611E-05
3 72 3.5383611E-05
3 72 3.5383611E-05
3 72 3.5383611E-05
3 72 3.5383611E-05
3 72 3.5383611E-05
3 73 4.53414513333333E-05
3 73 4.53414513333333E-05
3 73 4.53414513333333E-05
3 73 4.53414513333333E-05
3 73 4.53414513333333E-05
3 73 4.53414513333333E-05
3 74 7.9486344E-05
3 75 3.5526627E-05
3 76 4.87812355E-05
3 76 4.87812355E-05
3 85 3.18987905E-05
3 85 3.18987905E-05
3 86 2.70627166E-05
3 86 2.70627166E-05
3 86 2.70627166E-05
3 86 2.70627166E-05
3 86 2.70627166E-05
3 87 3.43966515E-05
3 87 3.43966515E-05
3 87 3.43966515E-05
3 87 3.43966515E-05
3 88 2.63914344E-05
3 88 2.63914344E-05
3 88 2.63914344E-05
3 88 2.63914344E-05
3 88 2.63914344E-05
3 89 3.29790534E-05
3 89 3.29790534E-05
3 89 3.29790534E-05
3 89 3.29790534E-05
3 89 3.29790534E-05
3 90 2.215861775E-05
3 90 2.215861775E-05
3 90 2.215861775E-05
3 90 2.215861775E-05
3 91 2.42769464E-05
3 91 2.42769464E-05
3 91 2.42769464E-05
3 91 2.42769464E-05
3 91 2.42769464E-05
3 92 1.999081975E-05
3 92 1.999081975E-05
3 92 1.999081975E-05
3 92 1.999081975E-05
3 93 2.02534706666667E-05
3 93 2.02534706666667E-05
3 93 2.02534706666667E-05
3 94 2.30883855E-05
3 94 2.30883855E-05
3 94 2.30883855E-05
3 94 2.30883855E-05
4 17 2.4218458E-05
4 18 4.01148555E-05
4 18 4.01148555E-05
4 19 3.847407E-05
4 34 2.82431113333333E-05
4 34 2.82431113333333E-05
4 34 2.82431113333333E-05
4 35 2.66073582857143E-05
4 35 2.66073582857143E-05
4 35 2.66073582857143E-05
4 35 2.66073582857143E-05
4 35 2.66073582857143E-05
4 35 2.66073582857143E-05
4 35 2.66073582857143E-05
4 36 3.373627225E-05
4 36 3.373627225E-05
4 36 3.373627225E-05
4 36 3.373627225E-05
4 36 3.373627225E-05
4 36 3.373627225E-05
4 36 3.373627225E-05
4 36 3.373627225E-05
4 37 4.74616372222222E-05
4 37 4.74616372222222E-05
4 37 4.74616372222222E-05
4 37 4.74616372222222E-05
4 37 4.74616372222222E-05
4 37 4.74616372222222E-05
4 37 4.74616372222222E-05
4 37 4.74616372222222E-05
4 37 4.74616372222222E-05
4 38 4.57624885E-05
4 38 4.57624885E-05
4 38 4.57624885E-05
4 38 4.57624885E-05
4 39 4.89734508E-05
4 39 4.89734508E-05
4 39 4.89734508E-05
4 39 4.89734508E-05
4 39 4.89734508E-05
4 40 5.35261866666667E-05
4 40 5.35261866666667E-05
4 40 5.35261866666667E-05
4 40 5.35261866666667E-05
4 40 5.35261866666667E-05
4 40 5.35261866666667E-05
4 41 5.03696245E-05
4 41 5.03696245E-05
4 42 4.9480553E-05
4 42 4.9480553E-05
4 42 4.9480553E-05
4 42 4.9480553E-05
4 42 4.9480553E-05
4 43 4.76434062E-05
4 43 4.76434062E-05
4 43 4.76434062E-05
4 43 4.76434062E-05
4 43 4.76434062E-05
4 44 5.61744498571428E-05
4 44 5.61744498571428E-05
4 44 5.61744498571428E-05
4 44 5.61744498571428E-05
4 44 5.61744498571428E-05
4 44 5.61744498571428E-05
4 44 5.61744498571428E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 45 5.13713917E-05
4 46 5.0908508125E-05
4 46 5.0908508125E-05
4 46 5.0908508125E-05
4 46 5.0908508125E-05
4 46 5.0908508125E-05
4 46 5.0908508125E-05
4 46 5.0908508125E-05
4 46 5.0908508125E-05
4 47 4.80091536666667E-05
4 47 4.80091536666667E-05
4 47 4.80091536666667E-05
4 47 4.80091536666667E-05
4 47 4.80091536666667E-05
4 47 4.80091536666667E-05
4 48 5.96212575E-05
4 48 5.96212575E-05
4 49 5.210530175E-05
4 49 5.210530175E-05
4 49 5.210530175E-05
4 49 5.210530175E-05
4 49 5.210530175E-05
4 49 5.210530175E-05
4 49 5.210530175E-05
4 49 5.210530175E-05
4 50 4.9401254125E-05
4 50 4.9401254125E-05
4 50 4.9401254125E-05
4 50 4.9401254125E-05
4 50 4.9401254125E-05
4 50 4.9401254125E-05
4 50 4.9401254125E-05
4 50 4.9401254125E-05
4 51 4.86594995E-05
4 51 4.86594995E-05
4 51 4.86594995E-05
4 51 4.86594995E-05
4 51 4.86594995E-05
4 51 4.86594995E-05
4 52 5.08787122222222E-05
4 52 5.08787122222222E-05
4 52 5.08787122222222E-05
4 52 5.08787122222222E-05
4 52 5.08787122222222E-05
4 52 5.08787122222222E-05
4 52 5.08787122222222E-05
4 52 5.08787122222222E-05
4 52 5.08787122222222E-05
4 53 5.20724506666667E-05
4 53 5.20724506666667E-05
4 53 5.20724506666667E-05
4 53 5.20724506666667E-05
4 53 5.20724506666667E-05
4 53 5.20724506666667E-05
4 54 5.24106892857143E-05
4 54 5.24106892857143E-05
4 54 5.24106892857143E-05
4 54 5.24106892857143E-05
4 54 5.24106892857143E-05
4 54 5.24106892857143E-05
4 54 5.24106892857143E-05
4 55 5.36826761666667E-05
4 55 5.36826761666667E-05
4 55 5.36826761666667E-05
4 55 5.36826761666667E-05
4 55 5.36826761666667E-05
4 55 5.36826761666667E-05
4 56 5.10498276E-05
4 56 5.10498276E-05
4 56 5.10498276E-05
4 56 5.10498276E-05
4 56 5.10498276E-05
4 57 5.19165358E-05
4 57 5.19165358E-05
4 57 5.19165358E-05
4 57 5.19165358E-05
4 57 5.19165358E-05
4 58 6.35449438571429E-05
4 58 6.35449438571429E-05
4 58 6.35449438571429E-05
4 58 6.35449438571429E-05
4 58 6.35449438571429E-05
4 58 6.35449438571429E-05
4 58 6.35449438571429E-05
4 59 6.66375814285714E-05
4 59 6.66375814285714E-05
4 59 6.66375814285714E-05
4 59 6.66375814285714E-05
4 59 6.66375814285714E-05
4 59 6.66375814285714E-05
4 59 6.66375814285714E-05
4 60 0.000083206
4 60 0.000083206
4 60 0.000083206
4 60 0.000083206
4 60 0.000083206
4 60 0.000083206
4 60 0.000083206
4 61 0.000084011
4 61 0.000084011
4 61 0.000084011
4 61 0.000084011
4 61 0.000084011
4 61 0.000084011
4 62 7.24826172E-05
4 62 7.24826172E-05
4 62 7.24826172E-05
4 62 7.24826172E-05
4 62 7.24826172E-05
4 63 6.17731601666667E-05
4 63 6.17731601666667E-05
4 63 6.17731601666667E-05
4 63 6.17731601666667E-05
4 63 6.17731601666667E-05
4 63 6.17731601666667E-05
4 64 5.28493282857143E-05
4 64 5.28493282857143E-05
4 64 5.28493282857143E-05
4 64 5.28493282857143E-05
4 64 5.28493282857143E-05
4 64 5.28493282857143E-05
4 64 5.28493282857143E-05
4 65 6.21804862857143E-05
4 65 6.21804862857143E-05
4 65 6.21804862857143E-05
4 65 6.21804862857143E-05
4 65 6.21804862857143E-05
4 65 6.21804862857143E-05
4 65 6.21804862857143E-05
4 66 6.107429725E-05
4 66 6.107429725E-05
4 66 6.107429725E-05
